zip,type,decommissioned,primary_city,state,county,timezone
52136,STANDARD,0,Cresco,IA,Howard County,America/Chicago
52140,STANDARD,0,Dorchester,IA,Allamakee County,America/Chicago
52141,STANDARD,0,Elgin,IA,Fayette County,America/Chicago
52142,STANDARD,0,Fayette,IA,Fayette County,America/Chicago
52144,STANDARD,0,Fort Atkinson,IA,Winneshiek County,America/Chicago
52146,STANDARD,0,Harpers Ferry,IA,Allamakee County,America/Chicago
52147,STANDARD,0,Hawkeye,IA,Fayette County,America/Chicago
52149,PO BOX,0,Highlandville,IA,Winneshiek County,America/Chicago
52151,STANDARD,0,Lansing,IA,Allamakee County,America/Chicago
52154,STANDARD,0,Lawler,IA,Chickasaw County,America/Chicago
52155,STANDARD,0,Lime Springs,IA,Howard County,America/Chicago
52156,STANDARD,0,Luana,IA,Clayton County,America/Chicago
52157,STANDARD,0,Mc Gregor,IA,Clayton County,America/Chicago
52158,PO BOX,0,Marquette,IA,Clayton County,America/Chicago
52159,STANDARD,0,Monona,IA,Clayton County,America/Chicago
52160,STANDARD,0,New Albin,IA,Allamakee County,America/Chicago
52161,STANDARD,0,Ossian,IA,Winneshiek County,America/Chicago
52162,STANDARD,0,Postville,IA,Allamakee County,America/Chicago
52163,PO BOX,0,Protivin,IA,Howard County,America/Chicago
52164,STANDARD,0,Randalia,IA,Fayette County,America/Chicago
52165,STANDARD,0,Ridgeway,IA,Winneshiek County,America/Chicago
52166,PO BOX,0,Saint Lucas,IA,Fayette County,America/Chicago
52168,PO BOX,0,Spillville,IA,Winneshiek County,America/Chicago
52169,STANDARD,0,Wadena,IA,Fayette County,America/Chicago
52170,STANDARD,0,Waterville,IA,Allamakee County,America/Chicago
52171,STANDARD,0,Waucoma,IA,Fayette County,America/Chicago
52172,STANDARD,0,Waukon,IA,Allamakee County,America/Chicago
52175,STANDARD,0,West Union,IA,Fayette County,America/Chicago
52201,STANDARD,0,Ainsworth,IA,Washington County,America/Chicago
52202,STANDARD,0,Alburnett,IA,Linn County,America/Chicago
52203,STANDARD,0,Amana,IA,Iowa County,America/Chicago
52204,UNIQUE,0,Amana,IA,Iowa County,America/Chicago
52205,STANDARD,0,Anamosa,IA,Jones County,America/Chicago
52206,STANDARD,0,Atkins,IA,Benton County,America/Chicago
52207,STANDARD,0,Baldwin,IA,Jackson County,America/Chicago
52208,STANDARD,0,Belle Plaine,IA,Benton County,America/Chicago
52209,STANDARD,0,Blairstown,IA,Benton County,America/Chicago
52210,STANDARD,0,Brandon,IA,Buchanan County,America/Chicago
52211,STANDARD,0,Brooklyn,IA,Poweshiek County,America/Chicago
52212,STANDARD,0,Center Junction,IA,Jones County,America/Chicago
52213,STANDARD,0,Center Point,IA,Linn County,America/Chicago
52214,STANDARD,0,Central City,IA,Linn County,America/Chicago
52215,STANDARD,0,Chelsea,IA,Tama County,America/Chicago
52216,STANDARD,0,Clarence,IA,Cedar County,America/Chicago
52217,STANDARD,0,Clutier,IA,Tama County,America/Chicago
52218,STANDARD,0,Coggon,IA,Linn County,America/Chicago
52219,STANDARD,0,Prairieburg,IA,Linn County,America/Chicago
52220,PO BOX,0,Conroy,IA,Iowa County,America/Chicago
52221,STANDARD,0,Guernsey,IA,Poweshiek County,America/Chicago
52222,STANDARD,0,Deep River,IA,Poweshiek County,America/Chicago
52223,STANDARD,0,Delhi,IA,Delaware County,America/Chicago
52224,STANDARD,0,Dysart,IA,Tama County,America/Chicago
52225,STANDARD,0,Elberon,IA,Tama County,America/Chicago
52227,STANDARD,0,Ely,IA,Linn County,America/Chicago
52228,STANDARD,0,Fairfax,IA,Linn County,America/Chicago
52229,STANDARD,0,Garrison,IA,Benton County,America/Chicago
52231,STANDARD,0,Harper,IA,Keokuk County,America/Chicago
52232,STANDARD,0,Hartwick,IA,Poweshiek County,America/Chicago
52233,STANDARD,0,Hiawatha,IA,Linn County,America/Chicago
52235,PO BOX,0,Hills,IA,Johnson County,America/Chicago
52236,STANDARD,0,Homestead,IA,Iowa County,America/Chicago
52237,STANDARD,0,Hopkinton,IA,Delaware County,America/Chicago
52240,STANDARD,0,Iowa City,IA,Johnson County,America/Chicago
52241,STANDARD,0,Coralville,IA,Johnson County,America/Chicago
52242,STANDARD,0,Iowa City,IA,Johnson County,America/Chicago
52243,UNIQUE,0,Iowa City,IA,Johnson County,America/Chicago
52244,PO BOX,0,Iowa City,IA,Johnson County,America/Chicago
52245,STANDARD,0,Iowa City,IA,Johnson County,America/Chicago
52246,STANDARD,0,Iowa City,IA,Johnson County,America/Chicago
52247,STANDARD,0,Kalona,IA,Washington County,America/Chicago
52248,STANDARD,0,Keota,IA,Keokuk County,America/Chicago
52249,STANDARD,0,Keystone,IA,Benton County,America/Chicago
52251,STANDARD,0,Ladora,IA,Iowa County,America/Chicago
52252,STANDARD,0,Langworthy,IA,Jones County,America/Chicago
52253,STANDARD,0,Lisbon,IA,Linn County,America/Chicago
52254,STANDARD,0,Lost Nation,IA,Clinton County,America/Chicago
52255,STANDARD,0,Lowden,IA,Cedar County,America/Chicago
52257,STANDARD,0,Luzerne,IA,Benton County,America/Chicago
52301,STANDARD,0,Marengo,IA,Iowa County,America/Chicago
52302,STANDARD,0,Marion,IA,Linn County,America/Chicago
52305,STANDARD,0,Martelle,IA,Jones County,America/Chicago
52306,STANDARD,0,Mechanicsville,IA,Cedar County,America/Chicago
52307,PO BOX,0,Middle Amana,IA,Iowa County,America/Chicago
52308,PO BOX,0,Millersburg,IA,Iowa County,America/Chicago
52309,STANDARD,0,Monmouth,IA,Jackson County,America/Chicago
52310,STANDARD,0,Monticello,IA,Jones County,America/Chicago
52312,STANDARD,0,Morley,IA,Jones County,America/Chicago
52313,STANDARD,0,Mount Auburn,IA,Benton County,America/Chicago
52314,STANDARD,0,Mount Vernon,IA,Linn County,America/Chicago
52315,STANDARD,0,Newhall,IA,Benton County,America/Chicago
52316,STANDARD,0,North English,IA,Iowa County,America/Chicago
52317,STANDARD,0,North Liberty,IA,Johnson County,America/Chicago
52318,STANDARD,0,Norway,IA,Benton County,America/Chicago
52319,PO BOX,1,Oakdale,IA,Johnson County,America/Chicago
52320,STANDARD,0,Olin,IA,Jones County,America/Chicago
52321,STANDARD,0,Onslow,IA,Jones County,America/Chicago
52322,STANDARD,0,Oxford,IA,Johnson County,America/Chicago
52323,STANDARD,0,Oxford Junction,IA,Jones County,America/Chicago
52324,STANDARD,0,Palo,IA,Linn County,America/Chicago
52325,STANDARD,0,Parnell,IA,Iowa County,America/Chicago
52326,STANDARD,0,Quasqueton,IA,Buchanan County,America/Chicago
52327,STANDARD,0,Riverside,IA,Washington County,America/Chicago
52328,STANDARD,0,Robins,IA,Linn County,America/Chicago
52329,STANDARD,0,Rowley,IA,Buchanan County,America/Chicago
52330,STANDARD,0,Ryan,IA,Delaware County,America/Chicago
52332,STANDARD,0,Shellsburg,IA,Benton County,America/Chicago
52333,STANDARD,0,Solon,IA,Johnson County,America/Chicago
52334,STANDARD,0,South Amana,IA,Iowa County,America/Chicago
52335,STANDARD,0,South English,IA,Keokuk County,America/Chicago
52336,STANDARD,0,Springville,IA,Linn County,America/Chicago
52337,STANDARD,0,Stanwood,IA,Cedar County,America/Chicago
52338,STANDARD,0,Swisher,IA,Johnson County,America/Chicago
52339,STANDARD,0,Tama,IA,Tama County,America/Chicago
52340,STANDARD,0,Tiffin,IA,Johnson County,America/Chicago
52341,STANDARD,0,Toddville,IA,Linn County,America/Chicago
52342,STANDARD,0,Toledo,IA,Tama County,America/Chicago
52344,PO BOX,0,Troy Mills,IA,Linn County,America/Chicago
52345,STANDARD,0,Urbana,IA,Benton County,America/Chicago
52346,STANDARD,0,Van Horne,IA,Benton County,America/Chicago
52347,STANDARD,0,Victor,IA,Iowa County,America/Chicago
52348,PO BOX,0,Vining,IA,Tama County,America/Chicago
52349,STANDARD,0,Vinton,IA,Benton County,America/Chicago
52350,PO BOX,1,Viola,IA,Linn County,America/Chicago
52351,STANDARD,0,Walford,IA,Benton County,America/Chicago
52352,STANDARD,0,Walker,IA,Linn County,America/Chicago
52353,STANDARD,0,Washington,IA,Washington County,America/Chicago
52354,STANDARD,0,Watkins,IA,Benton County,America/Chicago
52355,STANDARD,0,Webster,IA,Keokuk County,America/Chicago
52356,STANDARD,0,Wellman,IA,Washington County,America/Chicago
52358,STANDARD,0,West Branch,IA,Cedar County,America/Chicago
52359,STANDARD,0,West Chester,IA,Washington County,America/Chicago
52361,STANDARD,0,Williamsburg,IA,Iowa County,America/Chicago
52362,STANDARD,0,Wyoming,IA,Jones County,America/Chicago
52401,STANDARD,0,Cedar Rapids,IA,Linn County,America/Chicago
52402,STANDARD,0,Cedar Rapids,IA,Linn County,America/Chicago
52403,STANDARD,0,Cedar Rapids,IA,Linn County,America/Chicago
52404,STANDARD,0,Cedar Rapids,IA,Linn County,America/Chicago
52405,STANDARD,0,Cedar Rapids,IA,Linn County,America/Chicago
52406,PO BOX,0,Cedar Rapids,IA,Linn County,America/Chicago
52407,PO BOX,0,Cedar Rapids,IA,Linn County,America/Chicago
52408,PO BOX,0,Cedar Rapids,IA,Linn County,America/Chicago
52409,PO BOX,0,Cedar Rapids,IA,Linn County,America/Chicago
52410,PO BOX,0,Cedar Rapids,IA,Linn County,America/Chicago
52411,STANDARD,0,Cedar Rapids,IA,Linn County,America/Chicago
52497,UNIQUE,0,Cedar Rapids,IA,Linn County,America/Chicago
52498,UNIQUE,0,Cedar Rapids,IA,Linn County,America/Chicago
52499,UNIQUE,0,Cedar Rapids,IA,Linn County,America/Chicago
52501,STANDARD,0,Ottumwa,IA,Wapello County,America/Chicago
52530,STANDARD,0,Agency,IA,Wapello County,America/Chicago
52531,STANDARD,0,Albia,IA,Monroe County,America/Chicago
52533,STANDARD,0,Batavia,IA,Jefferson County,America/Chicago
52534,STANDARD,0,Beacon,IA,Mahaska County,America/Chicago
52535,STANDARD,0,Birmingham,IA,Van Buren County,America/Chicago
52536,STANDARD,0,Blakesburg,IA,Wapello County,America/Chicago
52537,STANDARD,0,Bloomfield,IA,Davis County,America/Chicago
52538,STANDARD,1,West Grove,IA,Davis County,America/Chicago
52540,STANDARD,0,Brighton,IA,Washington County,America/Chicago
52542,STANDARD,0,Cantril,IA,Van Buren County,America/Chicago
52543,STANDARD,0,Cedar,IA,Mahaska County,America/Chicago
52544,STANDARD,0,Centerville,IA,Appanoose County,America/Chicago
52548,STANDARD,0,Chillicothe,IA,Wapello County,America/Chicago
52549,STANDARD,0,Cincinnati,IA,Appanoose County,America/Chicago
52550,STANDARD,0,Delta,IA,Keokuk County,America/Chicago
52551,STANDARD,0,Douds,IA,Van Buren County,America/Chicago
52552,STANDARD,0,Drakesville,IA,Davis County,America/Chicago
52553,STANDARD,0,Eddyville,IA,Wapello County,America/Chicago
52554,STANDARD,0,Eldon,IA,Wapello County,America/Chicago
52555,STANDARD,0,Exline,IA,Appanoose County,America/Chicago
52556,STANDARD,0,Fairfield,IA,Jefferson County,America/Chicago
52557,UNIQUE,0,Fairfield,IA,Jefferson County,America/Chicago
52560,STANDARD,0,Floris,IA,Davis County,America/Chicago
52561,STANDARD,0,Fremont,IA,Mahaska County,America/Chicago
52562,PO BOX,0,Hayesville,IA,Keokuk County,America/Chicago
52563,STANDARD,0,Hedrick,IA,Keokuk County,America/Chicago
52565,STANDARD,0,Keosauqua,IA,Van Buren County,America/Chicago
52566,STANDARD,0,Kirkville,IA,Wapello County,America/Chicago
52567,STANDARD,0,Libertyville,IA,Jefferson County,America/Chicago
52568,PO BOX,0,Martinsburg,IA,Keokuk County,America/Chicago
52569,STANDARD,0,Melrose,IA,Monroe County,America/Chicago
52570,STANDARD,0,Milton,IA,Van Buren County,America/Chicago
52571,STANDARD,0,Moravia,IA,Appanoose County,America/Chicago
52572,STANDARD,0,Moulton,IA,Appanoose County,America/Chicago
52573,STANDARD,0,Mount Sterling,IA,Van Buren County,America/Chicago
52574,STANDARD,0,Mystic,IA,Appanoose County,America/Chicago
52576,STANDARD,0,Ollie,IA,Keokuk County,America/Chicago
52577,STANDARD,0,Oskaloosa,IA,Mahaska County,America/Chicago
52580,STANDARD,0,Packwood,IA,Jefferson County,America/Chicago
52581,STANDARD,0,Plano,IA,Appanoose County,America/Chicago
52583,STANDARD,0,Promise City,IA,Wayne County,America/Chicago
52584,STANDARD,0,Pulaski,IA,Davis County,America/Chicago
52585,STANDARD,0,Richland,IA,Keokuk County,America/Chicago
52586,STANDARD,0,Rose Hill,IA,Mahaska County,America/Chicago
52588,STANDARD,0,Selma,IA,Van Buren County,America/Chicago
52590,STANDARD,0,Seymour,IA,Wayne County,America/Chicago
52591,STANDARD,0,Sigourney,IA,Keokuk County,America/Chicago
52593,STANDARD,0,Udell,IA,Appanoose County,America/Chicago
52594,STANDARD,0,Unionville,IA,Appanoose County,America/Chicago
52595,PO BOX,0,University Park,IA,Mahaska County,America/Chicago
52601,STANDARD,0,Burlington,IA,Des Moines County,America/Chicago
52619,STANDARD,0,Argyle,IA,Lee County,America/Chicago
52620,STANDARD,0,Bonaparte,IA,Van Buren County,America/Chicago
52621,STANDARD,0,Crawfordsville,IA,Washington County,America/Chicago
52623,STANDARD,0,Danville,IA,Des Moines County,America/Chicago
52624,PO BOX,0,Denmark,IA,Lee County,America/Chicago
52625,STANDARD,0,Donnellson,IA,Lee County,America/Chicago
52626,STANDARD,0,Farmington,IA,Van Buren County,America/Chicago
52627,STANDARD,0,Fort Madison,IA,Lee County,America/Chicago
52630,STANDARD,0,Hillsboro,IA,Henry County,America/Chicago
52631,PO BOX,0,Houghton,IA,Lee County,America/Chicago
52632,STANDARD,0,Keokuk,IA,Lee County,America/Chicago
52635,STANDARD,0,Lockridge,IA,Jefferson County,America/Chicago
52637,STANDARD,0,Mediapolis,IA,Des Moines County,America/Chicago
52638,STANDARD,0,Middletown,IA,Des Moines County,America/Chicago
52639,STANDARD,0,Montrose,IA,Lee County,America/Chicago
52640,STANDARD,0,Morning Sun,IA,Louisa County,America/Chicago
52641,STANDARD,0,Mount Pleasant,IA,Henry County,America/Chicago
52642,PO BOX,0,Rome,IA,Henry County,America/Chicago
52644,STANDARD,0,Mount Union,IA,Henry County,America/Chicago
52645,STANDARD,0,New London,IA,Henry County,America/Chicago
52646,STANDARD,0,Oakville,IA,Louisa County,America/Chicago
52647,PO BOX,0,Olds,IA,Henry County,America/Chicago
52648,PO BOX,0,Pilot Grove,IA,Lee County,America/Chicago
52649,STANDARD,0,Salem,IA,Henry County,America/Chicago
52650,STANDARD,0,Sperry,IA,Des Moines County,America/Chicago
52651,STANDARD,0,Stockport,IA,Van Buren County,America/Chicago
52652,PO BOX,0,Swedesburg,IA,Henry County,America/Chicago
52653,STANDARD,0,Wapello,IA,Louisa County,America/Chicago
52654,STANDARD,0,Wayland,IA,Henry County,America/Chicago
52655,STANDARD,0,West Burlington,IA,Des Moines County,America/Chicago
52656,STANDARD,0,West Point,IA,Lee County,America/Chicago
52657,STANDARD,0,Saint Paul,IA,Lee County,America/Chicago
52658,STANDARD,0,Wever,IA,Lee County,America/Chicago
52659,STANDARD,0,Winfield,IA,Henry County,America/Chicago
52660,STANDARD,0,Yarmouth,IA,Des Moines County,America/Chicago
52701,PO BOX,0,Andover,IA,Clinton County,America/Chicago
52720,STANDARD,0,Atalissa,IA,Muscatine County,America/Chicago
52721,STANDARD,0,Bennett,IA,Cedar County,America/Chicago
52722,STANDARD,0,Bettendorf,IA,Scott County,America/Chicago
52726,STANDARD,0,Blue Grass,IA,Scott County,America/Chicago
52727,STANDARD,0,Bryant,IA,Clinton County,America/Chicago
52728,PO BOX,0,Buffalo,IA,Scott County,America/Chicago
52729,STANDARD,0,Calamus,IA,Clinton County,America/Chicago
52730,STANDARD,0,Camanche,IA,Clinton County,America/Chicago
52731,STANDARD,0,Charlotte,IA,Clinton County,America/Chicago
52732,STANDARD,0,Clinton,IA,Clinton County,America/Chicago
52733,PO BOX,0,Clinton,IA,Clinton County,America/Chicago
52734,UNIQUE,0,Clinton,IA,Clinton County,America/Chicago
52736,UNIQUE,0,Clinton,IA,Clinton County,America/Chicago
52737,STANDARD,0,Columbus City,IA,Louisa County,America/Chicago
52738,STANDARD,0,Columbus Junction,IA,Louisa County,America/Chicago
52739,STANDARD,0,Conesville,IA,Muscatine County,America/Chicago
52742,STANDARD,0,De Witt,IA,Clinton County,America/Chicago
52745,STANDARD,0,Dixon,IA,Scott County,America/Chicago
52746,STANDARD,0,Donahue,IA,Scott County,America/Chicago
52747,STANDARD,0,Durant,IA,Cedar County,America/Chicago
52748,STANDARD,0,Eldridge,IA,Scott County,America/Chicago
52749,STANDARD,0,Fruitland,IA,Muscatine County,America/Chicago
52750,STANDARD,0,Goose Lake,IA,Clinton County,America/Chicago
52751,STANDARD,0,Grand Mound,IA,Clinton County,America/Chicago
52752,PO BOX,0,Grandview,IA,Louisa County,America/Chicago
52753,STANDARD,0,Le Claire,IA,Scott County,America/Chicago
52754,STANDARD,0,Letts,IA,Louisa County,America/Chicago
52755,STANDARD,0,Lone Tree,IA,Johnson County,America/Chicago
52756,STANDARD,0,Long Grove,IA,Scott County,America/Chicago
52757,PO BOX,0,Low Moor,IA,Clinton County,America/Chicago
52758,PO BOX,0,Mc Causland,IA,Scott County,America/Chicago
52759,STANDARD,0,Montpelier,IA,Muscatine County,America/Chicago
52760,STANDARD,0,Moscow,IA,Muscatine County,America/Chicago
52761,STANDARD,0,Muscatine,IA,Muscatine County,America/Chicago
52765,STANDARD,0,New Liberty,IA,Scott County,America/Chicago
52766,STANDARD,0,Nichols,IA,Muscatine County,America/Chicago
52767,PO BOX,0,Pleasant Valley,IA,Scott County,America/Chicago
52768,STANDARD,0,Princeton,IA,Scott County,America/Chicago
52769,STANDARD,0,Stockton,IA,Muscatine County,America/Chicago
52771,STANDARD,0,Teeds Grove,IA,Clinton County,America/Chicago
52772,STANDARD,0,Tipton,IA,Cedar County,America/Chicago
52773,STANDARD,0,Walcott,IA,Scott County,America/Chicago
52774,PO BOX,0,Welton,IA,Clinton County,America/Chicago
52776,STANDARD,0,West Liberty,IA,Muscatine County,America/Chicago
52777,STANDARD,0,Wheatland,IA,Clinton County,America/Chicago
52778,STANDARD,0,Wilton,IA,Muscatine County,America/Chicago
52801,STANDARD,0,Davenport,IA,Scott County,America/Chicago
52802,STANDARD,0,Davenport,IA,Scott County,America/Chicago
52803,STANDARD,0,Davenport,IA,Scott County,America/Chicago
52804,STANDARD,0,Davenport,IA,Scott County,America/Chicago
52805,PO BOX,0,Davenport,IA,Scott County,America/Chicago
52806,STANDARD,0,Davenport,IA,Scott County,America/Chicago
52807,STANDARD,0,Davenport,IA,Scott County,America/Chicago
52808,PO BOX,0,Davenport,IA,Scott County,America/Chicago
52809,PO BOX,0,Davenport,IA,Scott County,America/Chicago
53001,STANDARD,0,Adell,WI,Sheboygan County,America/Chicago
53002,STANDARD,0,Allenton,WI,Washington County,America/Chicago
53003,PO BOX,0,Ashippun,WI,Dodge County,America/Chicago
53004,STANDARD,0,Belgium,WI,Ozaukee County,America/Chicago
53005,STANDARD,0,Brookfield,WI,Waukesha County,America/Chicago
53006,STANDARD,0,Brownsville,WI,Dodge County,America/Chicago
53007,STANDARD,0,Butler,WI,Waukesha County,America/Chicago
53008,PO BOX,0,Brookfield,WI,Waukesha County,America/Chicago
53010,STANDARD,0,Campbellsport,WI,Fond du Lac County,America/Chicago
53011,STANDARD,0,Cascade,WI,Sheboygan County,America/Chicago
53012,STANDARD,0,Cedarburg,WI,Ozaukee County,America/Chicago
53013,STANDARD,0,Cedar Grove,WI,Sheboygan County,America/Chicago
53014,STANDARD,0,Chilton,WI,Calumet County,America/Chicago
53015,STANDARD,0,Cleveland,WI,Manitowoc County,America/Chicago
53016,PO BOX,0,Clyman,WI,Dodge County,America/Chicago
53017,STANDARD,0,Colgate,WI,Washington County,America/Chicago
53018,STANDARD,0,Delafield,WI,Waukesha County,America/Chicago
53019,STANDARD,0,Eden,WI,Fond du Lac County,America/Chicago
53020,STANDARD,0,Elkhart Lake,WI,Sheboygan County,America/Chicago
53021,STANDARD,0,Fredonia,WI,Ozaukee County,America/Chicago
53022,STANDARD,0,Germantown,WI,Washington County,America/Chicago
53023,STANDARD,0,Glenbeulah,WI,Sheboygan County,America/Chicago
53024,STANDARD,0,Grafton,WI,Ozaukee County,America/Chicago
53026,PO BOX,0,Greenbush,WI,Sheboygan County,America/Chicago
53027,STANDARD,0,Hartford,WI,Washington County,America/Chicago
53029,STANDARD,0,Hartland,WI,Waukesha County,America/Chicago
53031,PO BOX,0,Hingham,WI,Sheboygan County,America/Chicago
53032,STANDARD,0,Horicon,WI,Dodge County,America/Chicago
53033,STANDARD,0,Hubertus,WI,Washington County,America/Chicago
53034,STANDARD,0,Hustisford,WI,Dodge County,America/Chicago
53035,STANDARD,0,Iron Ridge,WI,Dodge County,America/Chicago
53036,STANDARD,0,Ixonia,WI,Jefferson County,America/Chicago
53037,STANDARD,0,Jackson,WI,Washington County,America/Chicago
53038,STANDARD,0,Johnson Creek,WI,Jefferson County,America/Chicago
53039,STANDARD,0,Juneau,WI,Dodge County,America/Chicago
53040,STANDARD,0,Kewaskum,WI,Washington County,America/Chicago
53042,STANDARD,0,Kiel,WI,Manitowoc County,America/Chicago
53044,STANDARD,0,Kohler,WI,Sheboygan County,America/Chicago
53045,STANDARD,0,Brookfield,WI,Waukesha County,America/Chicago
53046,STANDARD,0,Lannon,WI,Waukesha County,America/Chicago
53047,PO BOX,0,Lebanon,WI,Dodge County,America/Chicago
53048,STANDARD,0,Lomira,WI,Dodge County,America/Chicago
53049,STANDARD,0,Malone,WI,Fond du Lac County,America/Chicago
53050,STANDARD,0,Mayville,WI,Dodge County,America/Chicago
53051,STANDARD,0,Menomonee Falls,WI,Waukesha County,America/Chicago
53052,PO BOX,0,Menomonee Falls,WI,Waukesha County,America/Chicago
53056,PO BOX,0,Merton,WI,Waukesha County,America/Chicago
53057,STANDARD,0,Mount Calvary,WI,Fond du Lac County,America/Chicago
53058,STANDARD,0,Nashotah,WI,Waukesha County,America/Chicago
53059,STANDARD,0,Neosho,WI,Dodge County,America/Chicago
53060,PO BOX,0,Newburg,WI,Washington County,America/Chicago
53061,STANDARD,0,New Holstein,WI,Calumet County,America/Chicago
53062,UNIQUE,0,New Holstein,WI,Calumet County,America/Chicago
53063,STANDARD,0,Newton,WI,Manitowoc County,America/Chicago
53064,PO BOX,0,North Lake,WI,Waukesha County,America/Chicago
53065,STANDARD,0,Oakfield,WI,Fond du Lac County,America/Chicago
53066,STANDARD,0,Oconomowoc,WI,Waukesha County,America/Chicago
53069,STANDARD,0,Okauchee,WI,Waukesha County,America/Chicago
53070,STANDARD,0,Oostburg,WI,Sheboygan County,America/Chicago
53072,STANDARD,0,Pewaukee,WI,Waukesha County,America/Chicago
53073,STANDARD,0,Plymouth,WI,Sheboygan County,America/Chicago
53074,STANDARD,0,Port Washington,WI,Ozaukee County,America/Chicago
53075,STANDARD,0,Random Lake,WI,Sheboygan County,America/Chicago
53076,STANDARD,0,Richfield,WI,Washington County,America/Chicago
53078,STANDARD,0,Rubicon,WI,Dodge County,America/Chicago
53079,STANDARD,0,Saint Cloud,WI,Fond du Lac County,America/Chicago
53080,STANDARD,0,Saukville,WI,Ozaukee County,America/Chicago
53081,STANDARD,0,Sheboygan,WI,Sheboygan County,America/Chicago
53082,PO BOX,0,Sheboygan,WI,Sheboygan County,America/Chicago
53083,STANDARD,0,Sheboygan,WI,Sheboygan County,America/Chicago
53085,STANDARD,0,Sheboygan Falls,WI,Sheboygan County,America/Chicago
53086,STANDARD,0,Slinger,WI,Washington County,America/Chicago
53088,PO BOX,0,Stockbridge,WI,Calumet County,America/Chicago
53089,STANDARD,0,Sussex,WI,Waukesha County,America/Chicago
53090,STANDARD,0,West Bend,WI,Washington County,America/Chicago
53091,STANDARD,0,Theresa,WI,Dodge County,America/Chicago
53092,STANDARD,0,Thiensville,WI,Ozaukee County,America/Chicago
53093,STANDARD,0,Waldo,WI,Sheboygan County,America/Chicago
53094,STANDARD,0,Watertown,WI,Jefferson County,America/Chicago
53095,STANDARD,0,West Bend,WI,Washington County,America/Chicago
53097,STANDARD,0,Mequon,WI,Ozaukee County,America/Chicago
53098,STANDARD,0,Watertown,WI,Dodge County,America/Chicago
53099,STANDARD,0,Woodland,WI,Dodge County,America/Chicago
53101,PO BOX,0,Bassett,WI,Kenosha County,America/Chicago
53102,PO BOX,0,Benet Lake,WI,Kenosha County,America/Chicago
53103,STANDARD,0,Big Bend,WI,Waukesha County,America/Chicago
53104,STANDARD,0,Bristol,WI,Kenosha County,America/Chicago
53105,STANDARD,0,Burlington,WI,Racine County,America/Chicago
53108,STANDARD,0,Caledonia,WI,Racine County,America/Chicago
53109,PO BOX,0,Camp Lake,WI,Kenosha County,America/Chicago
53110,STANDARD,0,Cudahy,WI,Milwaukee County,America/Chicago
53114,STANDARD,0,Darien,WI,Walworth County,America/Chicago
53115,STANDARD,0,Delavan,WI,Walworth County,America/Chicago
53118,STANDARD,0,Dousman,WI,Waukesha County,America/Chicago
53119,STANDARD,0,Eagle,WI,Waukesha County,America/Chicago
53120,STANDARD,0,East Troy,WI,Walworth County,America/Chicago
53121,STANDARD,0,Elkhorn,WI,Walworth County,America/Chicago
53122,STANDARD,0,Elm Grove,WI,Waukesha County,America/Chicago
53125,STANDARD,0,Fontana,WI,Walworth County,America/Chicago
53126,STANDARD,0,Franksville,WI,Racine County,America/Chicago
53127,PO BOX,0,Genesee Depot,WI,Waukesha County,America/Chicago
53128,STANDARD,0,Genoa City,WI,Walworth County,America/Chicago
53129,STANDARD,0,Greendale,WI,Milwaukee County,America/Chicago
53130,STANDARD,0,Hales Corners,WI,Milwaukee County,America/Chicago
53132,STANDARD,0,Franklin,WI,Milwaukee County,America/Chicago
53137,STANDARD,0,Helenville,WI,Jefferson County,America/Chicago
53138,PO BOX,0,Honey Creek,WI,Walworth County,America/Chicago
53139,STANDARD,0,Kansasville,WI,Racine County,America/Chicago
53140,STANDARD,0,Kenosha,WI,Kenosha County,America/Chicago
53141,PO BOX,0,Kenosha,WI,Kenosha County,America/Chicago
53142,STANDARD,0,Kenosha,WI,Kenosha County,America/Chicago
53143,STANDARD,0,Kenosha,WI,Kenosha County,America/Chicago
53144,STANDARD,0,Kenosha,WI,Kenosha County,America/Chicago
53146,STANDARD,0,New Berlin,WI,Waukesha County,America/Chicago
53147,STANDARD,0,Lake Geneva,WI,Walworth County,America/Chicago
53148,PO BOX,0,Lyons,WI,Walworth County,America/Chicago
53149,STANDARD,0,Mukwonago,WI,Waukesha County,America/Chicago
53150,STANDARD,0,Muskego,WI,Waukesha County,America/Chicago
53151,STANDARD,0,New Berlin,WI,Waukesha County,America/Chicago
53152,PO BOX,0,New Munster,WI,Kenosha County,America/Chicago
53153,STANDARD,0,North Prairie,WI,Waukesha County,America/Chicago
53154,STANDARD,0,Oak Creek,WI,Milwaukee County,America/Chicago
53156,STANDARD,0,Palmyra,WI,Jefferson County,America/Chicago
53157,PO BOX,0,Pell Lake,WI,Walworth County,America/Chicago
53158,STANDARD,0,Pleasant Prairie,WI,Kenosha County,America/Chicago
53159,PO BOX,0,Powers Lake,WI,Kenosha County,America/Chicago
53167,PO BOX,0,Rochester,WI,Racine County,America/Chicago
53168,STANDARD,0,Salem,WI,Kenosha County,America/Chicago
53170,STANDARD,0,Silver Lake,WI,Kenosha County,America/Chicago
53171,PO BOX,0,Somers,WI,Kenosha County,America/Chicago
53172,STANDARD,0,South Milwaukee,WI,Milwaukee County,America/Chicago
53176,PO BOX,0,Springfield,WI,Walworth County,America/Chicago
53177,STANDARD,0,Sturtevant,WI,Racine County,America/Chicago
53178,STANDARD,0,Sullivan,WI,Jefferson County,America/Chicago
